wsi,msi,dataset,patch,level,x,y,size,tumor_ratio,blank_ratio,file
training_data_41,0,train,training_data_41_l2_57344_65536,2,57344,65536,256,1.0,0.0283203125,PAIP2020/training/patch_level2_256_macenko/training_data_41/training_data_41_l2_57344_65536.tif
training_data_41,0,train,training_data_41_l2_57344_69632,2,57344,69632,256,1.0,0.02734375,PAIP2020/training/patch_level2_256_macenko/training_data_41/training_data_41_l2_57344_69632.tif
training_data_41,0,train,training_data_41_l2_57344_73728,2,57344,73728,256,1.0,0.0078125,PAIP2020/training/patch_level2_256_macenko/training_data_41/training_data_41_l2_57344_73728.tif
training_data_41,0,train,training_data_41_l2_57344_77824,2,57344,77824,256,1.0,0.0029296875,PAIP2020/training/patch_level2_256_macenko/training_data_41/training_data_41_l2_57344_77824.tif
training_data_41,0,train,training_data_41_l2_57344_81920,2,57344,81920,256,1.0,0.0048828125,PAIP2020/training/patch_level2_256_macenko/training_data_41/training_data_41_l2_57344_81920.tif
training_data_41,0,train,training_data_41_l2_57344_86016,2,57344,86016,256,0.8944244384765625,0.15234375,PAIP2020/training/patch_level2_256_macenko/training_data_41/training_data_41_l2_57344_86016.tif
training_data_41,0,train,training_data_41_l2_61440_65536,2,61440,65536,256,0.9612579345703124,0.0185546875,PAIP2020/training/patch_level2_256_macenko/training_data_41/training_data_41_l2_61440_65536.tif
training_data_41,0,train,training_data_41_l2_61440_69632,2,61440,69632,256,1.0,0.099609375,PAIP2020/training/patch_level2_256_macenko/training_data_41/training_data_41_l2_61440_69632.tif
training_data_41,0,train,training_data_41_l2_61440_73728,2,61440,73728,256,1.0,0.037109375,PAIP2020/training/patch_level2_256_macenko/training_data_41/training_data_41_l2_61440_73728.tif
training_data_41,0,train,training_data_41_l2_61440_77824,2,61440,77824,256,1.0,0.0,PAIP2020/training/patch_level2_256_macenko/training_data_41/training_data_41_l2_61440_77824.tif
training_data_41,0,train,training_data_41_l2_61440_81920,2,61440,81920,256,0.873138427734375,0.2373046875,PAIP2020/training/patch_level2_256_macenko/training_data_41/training_data_41_l2_61440_81920.tif
training_data_41,0,train,training_data_41_l2_65536_65536,2,65536,65536,256,0.8817596435546875,0.0205078125,PAIP2020/training/patch_level2_256_macenko/training_data_41/training_data_41_l2_65536_65536.tif
training_data_41,0,train,training_data_41_l2_65536_69632,2,65536,69632,256,1.0,0.0380859375,PAIP2020/training/patch_level2_256_macenko/training_data_41/training_data_41_l2_65536_69632.tif
training_data_41,0,train,training_data_41_l2_65536_73728,2,65536,73728,256,1.0,0.001953125,PAIP2020/training/patch_level2_256_macenko/training_data_41/training_data_41_l2_65536_73728.tif
training_data_41,0,train,training_data_41_l2_65536_77824,2,65536,77824,256,0.9998626708984376,0.0068359375,PAIP2020/training/patch_level2_256_macenko/training_data_41/training_data_41_l2_65536_77824.tif
training_data_41,0,train,training_data_41_l2_69632_65536,2,69632,65536,256,1.0,0.009765625,PAIP2020/training/patch_level2_256_macenko/training_data_41/training_data_41_l2_69632_65536.tif
training_data_41,0,train,training_data_41_l2_69632_69632,2,69632,69632,256,1.0,0.029296875,PAIP2020/training/patch_level2_256_macenko/training_data_41/training_data_41_l2_69632_69632.tif
training_data_41,0,train,training_data_41_l2_69632_73728,2,69632,73728,256,1.0,0.0126953125,PAIP2020/training/patch_level2_256_macenko/training_data_41/training_data_41_l2_69632_73728.tif
training_data_41,0,train,training_data_41_l2_69632_77824,2,69632,77824,256,0.7813720703125,0.248046875,PAIP2020/training/patch_level2_256_macenko/training_data_41/training_data_41_l2_69632_77824.tif
training_data_41,0,train,training_data_41_l2_73728_65536,2,73728,65536,256,0.9738311767578124,0.0,PAIP2020/training/patch_level2_256_macenko/training_data_41/training_data_41_l2_73728_65536.tif
training_data_41,0,train,training_data_41_l2_73728_69632,2,73728,69632,256,1.0,0.01953125,PAIP2020/training/patch_level2_256_macenko/training_data_41/training_data_41_l2_73728_69632.tif
training_data_41,0,train,training_data_41_l2_73728_73728,2,73728,73728,256,1.0,0.0068359375,PAIP2020/training/patch_level2_256_macenko/training_data_41/training_data_41_l2_73728_73728.tif
training_data_41,0,train,training_data_41_l2_77824_69632,2,77824,69632,256,0.7942657470703125,0.0029296875,PAIP2020/training/patch_level2_256_macenko/training_data_41/training_data_41_l2_77824_69632.tif
training_data_41,0,train,training_data_41_l2_77824_73728,2,77824,73728,256,0.7428741455078125,0.24609375,PAIP2020/training/patch_level2_256_macenko/training_data_41/training_data_41_l2_77824_73728.tif
training_data_41,0,train,training_data_41_l2_86016_77824,2,86016,77824,256,0.8390655517578125,0.2265625,PAIP2020/training/patch_level2_256_macenko/training_data_41/training_data_41_l2_86016_77824.tif
training_data_41,0,train,training_data_41_l2_90112_69632,2,90112,69632,256,0.703125,0.0205078125,PAIP2020/training/patch_level2_256_macenko/training_data_41/training_data_41_l2_90112_69632.tif
training_data_41,0,train,training_data_41_l2_90112_73728,2,90112,73728,256,0.91119384765625,0.0,PAIP2020/training/patch_level2_256_macenko/training_data_41/training_data_41_l2_90112_73728.tif
training_data_41,0,train,training_data_41_l2_90112_77824,2,90112,77824,256,0.9152374267578124,0.005859375,PAIP2020/training/patch_level2_256_macenko/training_data_41/training_data_41_l2_90112_77824.tif
training_data_41,0,train,training_data_41_l2_94208_73728,2,94208,73728,256,1.0,0.001953125,PAIP2020/training/patch_level2_256_macenko/training_data_41/training_data_41_l2_94208_73728.tif
training_data_41,0,train,training_data_41_l2_98304_73728,2,98304,73728,256,1.0,0.0,PAIP2020/training/patch_level2_256_macenko/training_data_41/training_data_41_l2_98304_73728.tif
training_data_41,0,train,training_data_41_l2_102400_73728,2,102400,73728,256,1.0,0.001953125,PAIP2020/training/patch_level2_256_macenko/training_data_41/training_data_41_l2_102400_73728.tif
training_data_41,0,train,training_data_41_l2_102400_77824,2,102400,77824,256,0.9743194580078124,0.0458984375,PAIP2020/training/patch_level2_256_macenko/training_data_41/training_data_41_l2_102400_77824.tif
training_data_41,0,train,training_data_41_l2_106496_73728,2,106496,73728,256,0.9700775146484376,0.0546875,PAIP2020/training/patch_level2_256_macenko/training_data_41/training_data_41_l2_106496_73728.tif
training_data_42,1,train,training_data_42_l2_16384_53248,2,16384,53248,256,0.8609466552734375,0.123046875,PAIP2020/training/patch_level2_256_macenko/training_data_42/training_data_42_l2_16384_53248.tif
training_data_42,1,train,training_data_42_l2_16384_57344,2,16384,57344,256,0.9296875,0.09765625,PAIP2020/training/patch_level2_256_macenko/training_data_42/training_data_42_l2_16384_57344.tif
training_data_42,1,train,training_data_42_l2_16384_61440,2,16384,61440,256,0.8964080810546875,0.248046875,PAIP2020/training/patch_level2_256_macenko/training_data_42/training_data_42_l2_16384_61440.tif
training_data_42,1,train,training_data_42_l2_20480_49152,2,20480,49152,256,0.9913177490234376,0.1259765625,PAIP2020/training/patch_level2_256_macenko/training_data_42/training_data_42_l2_20480_49152.tif
training_data_42,1,train,training_data_42_l2_20480_53248,2,20480,53248,256,1.0,0.015625,PAIP2020/training/patch_level2_256_macenko/training_data_42/training_data_42_l2_20480_53248.tif
training_data_42,1,train,training_data_42_l2_20480_57344,2,20480,57344,256,1.0,0.298828125,PAIP2020/training/patch_level2_256_macenko/training_data_42/training_data_42_l2_20480_57344.tif
training_data_42,1,train,training_data_42_l2_20480_61440,2,20480,61440,256,1.0,0.1015625,PAIP2020/training/patch_level2_256_macenko/training_data_42/training_data_42_l2_20480_61440.tif
training_data_42,1,train,training_data_42_l2_20480_65536,2,20480,65536,256,0.8914337158203125,0.140625,PAIP2020/training/patch_level2_256_macenko/training_data_42/training_data_42_l2_20480_65536.tif
training_data_42,1,train,training_data_42_l2_24576_53248,2,24576,53248,256,0.9819488525390624,0.2109375,PAIP2020/training/patch_level2_256_macenko/training_data_42/training_data_42_l2_24576_53248.tif
training_data_42,1,train,training_data_42_l2_24576_57344,2,24576,57344,256,1.0,0.158203125,PAIP2020/training/patch_level2_256_macenko/training_data_42/training_data_42_l2_24576_57344.tif
training_data_42,1,train,training_data_42_l2_24576_65536,2,24576,65536,256,1.0,0.3994140625,PAIP2020/training/patch_level2_256_macenko/training_data_42/training_data_42_l2_24576_65536.tif
training_data_42,1,train,training_data_42_l2_28672_53248,2,28672,53248,256,0.980194091796875,0.1005859375,PAIP2020/training/patch_level2_256_macenko/training_data_42/training_data_42_l2_28672_53248.tif
training_data_42,1,train,training_data_42_l2_28672_57344,2,28672,57344,256,1.0,0.1103515625,PAIP2020/training/patch_level2_256_macenko/training_data_42/training_data_42_l2_28672_57344.tif
training_data_42,1,train,training_data_42_l2_28672_61440,2,28672,61440,256,1.0,0.1337890625,PAIP2020/training/patch_level2_256_macenko/training_data_42/training_data_42_l2_28672_61440.tif
training_data_42,1,train,training_data_42_l2_28672_65536,2,28672,65536,256,1.0,0.00390625,PAIP2020/training/patch_level2_256_macenko/training_data_42/training_data_42_l2_28672_65536.tif
training_data_42,1,train,training_data_42_l2_28672_69632,2,28672,69632,256,0.9915313720703124,0.16015625,PAIP2020/training/patch_level2_256_macenko/training_data_42/training_data_42_l2_28672_69632.tif
training_data_42,1,train,training_data_42_l2_32768_28672,2,32768,28672,256,0.834381103515625,0.0,PAIP2020/training/patch_level2_256_macenko/training_data_42/training_data_42_l2_32768_28672.tif
training_data_42,1,train,training_data_42_l2_32768_32768,2,32768,32768,256,1.0,0.0,PAIP2020/training/patch_level2_256_macenko/training_data_42/training_data_42_l2_32768_32768.tif
training_data_42,1,train,training_data_42_l2_32768_36864,2,32768,36864,256,1.0,0.00390625,PAIP2020/training/patch_level2_256_macenko/training_data_42/training_data_42_l2_32768_36864.tif
training_data_42,1,train,training_data_42_l2_32768_40960,2,32768,40960,256,1.0,0.0576171875,PAIP2020/training/patch_level2_256_macenko/training_data_42/training_data_42_l2_32768_40960.tif
training_data_42,1,train,training_data_42_l2_32768_45056,2,32768,45056,256,1.0,0.0517578125,PAIP2020/training/patch_level2_256_macenko/training_data_42/training_data_42_l2_32768_45056.tif
training_data_42,1,train,training_data_42_l2_32768_49152,2,32768,49152,256,1.0,0.1123046875,PAIP2020/training/patch_level2_256_macenko/training_data_42/training_data_42_l2_32768_49152.tif
training_data_42,1,train,training_data_42_l2_32768_53248,2,32768,53248,256,1.0,0.0,PAIP2020/training/patch_level2_256_macenko/training_data_42/training_data_42_l2_32768_53248.tif
training_data_42,1,train,training_data_42_l2_32768_57344,2,32768,57344,256,1.0,0.09765625,PAIP2020/training/patch_level2_256_macenko/training_data_42/training_data_42_l2_32768_57344.tif
training_data_42,1,train,training_data_42_l2_32768_61440,2,32768,61440,256,1.0,0.0498046875,PAIP2020/training/patch_level2_256_macenko/training_data_42/training_data_42_l2_32768_61440.tif
training_data_42,1,train,training_data_42_l2_32768_65536,2,32768,65536,256,1.0,0.091796875,PAIP2020/training/patch_level2_256_macenko/training_data_42/training_data_42_l2_32768_65536.tif
training_data_42,1,train,training_data_42_l2_32768_69632,2,32768,69632,256,1.0,0.0986328125,PAIP2020/training/patch_level2_256_macenko/training_data_42/training_data_42_l2_32768_69632.tif
training_data_42,1,train,training_data_42_l2_36864_24576,2,36864,24576,256,1.0,0.00390625,PAIP2020/training/patch_level2_256_macenko/training_data_42/training_data_42_l2_36864_24576.tif
training_data_42,1,train,training_data_42_l2_36864_28672,2,36864,28672,256,1.0,0.0,PAIP2020/training/patch_level2_256_macenko/training_data_42/training_data_42_l2_36864_28672.tif
training_data_42,1,train,training_data_42_l2_36864_32768,2,36864,32768,256,1.0,0.001953125,PAIP2020/training/patch_level2_256_macenko/training_data_42/training_data_42_l2_36864_32768.tif
training_data_42,1,train,training_data_42_l2_36864_36864,2,36864,36864,256,1.0,0.001953125,PAIP2020/training/patch_level2_256_macenko/training_data_42/training_data_42_l2_36864_36864.tif
training_data_42,1,train,training_data_42_l2_36864_40960,2,36864,40960,256,1.0,0.0009765625,PAIP2020/training/patch_level2_256_macenko/training_data_42/training_data_42_l2_36864_40960.tif
training_data_42,1,train,training_data_42_l2_36864_45056,2,36864,45056,256,1.0,0.001953125,PAIP2020/training/patch_level2_256_macenko/training_data_42/training_data_42_l2_36864_45056.tif
training_data_42,1,train,training_data_42_l2_36864_49152,2,36864,49152,256,1.0,0.3671875,PAIP2020/training/patch_level2_256_macenko/training_data_42/training_data_42_l2_36864_49152.tif
training_data_42,1,train,training_data_42_l2_36864_53248,2,36864,53248,256,1.0,0.0,PAIP2020/training/patch_level2_256_macenko/training_data_42/training_data_42_l2_36864_53248.tif
training_data_42,1,train,training_data_42_l2_36864_57344,2,36864,57344,256,1.0,0.052734375,PAIP2020/training/patch_level2_256_macenko/training_data_42/training_data_42_l2_36864_57344.tif
training_data_42,1,train,training_data_42_l2_36864_61440,2,36864,61440,256,1.0,0.068359375,PAIP2020/training/patch_level2_256_macenko/training_data_42/training_data_42_l2_36864_61440.tif
training_data_42,1,train,training_data_42_l2_36864_65536,2,36864,65536,256,1.0,0.064453125,PAIP2020/training/patch_level2_256_macenko/training_data_42/training_data_42_l2_36864_65536.tif
training_data_42,1,train,training_data_42_l2_36864_69632,2,36864,69632,256,1.0,0.1611328125,PAIP2020/training/patch_level2_256_macenko/training_data_42/training_data_42_l2_36864_69632.tif
training_data_42,1,train,training_data_42_l2_36864_73728,2,36864,73728,256,1.0,0.32421875,PAIP2020/training/patch_level2_256_macenko/training_data_42/training_data_42_l2_36864_73728.tif
training_data_42,1,train,training_data_42_l2_40960_20480,2,40960,20480,256,0.966156005859375,0.0166015625,PAIP2020/training/patch_level2_256_macenko/training_data_42/training_data_42_l2_40960_20480.tif
training_data_42,1,train,training_data_42_l2_40960_24576,2,40960,24576,256,1.0,0.033203125,PAIP2020/training/patch_level2_256_macenko/training_data_42/training_data_42_l2_40960_24576.tif
training_data_42,1,train,training_data_42_l2_40960_28672,2,40960,28672,256,1.0,0.0068359375,PAIP2020/training/patch_level2_256_macenko/training_data_42/training_data_42_l2_40960_28672.tif
training_data_42,1,train,training_data_42_l2_40960_32768,2,40960,32768,256,1.0,0.0390625,PAIP2020/training/patch_level2_256_macenko/training_data_42/training_data_42_l2_40960_32768.tif
training_data_42,1,train,training_data_42_l2_40960_36864,2,40960,36864,256,1.0,0.001953125,PAIP2020/training/patch_level2_256_macenko/training_data_42/training_data_42_l2_40960_36864.tif
training_data_42,1,train,training_data_42_l2_40960_40960,2,40960,40960,256,1.0,0.0009765625,PAIP2020/training/patch_level2_256_macenko/training_data_42/training_data_42_l2_40960_40960.tif
training_data_42,1,train,training_data_42_l2_40960_45056,2,40960,45056,256,1.0,0.0830078125,PAIP2020/training/patch_level2_256_macenko/training_data_42/training_data_42_l2_40960_45056.tif
training_data_42,1,train,training_data_42_l2_40960_49152,2,40960,49152,256,1.0,0.3076171875,PAIP2020/training/patch_level2_256_macenko/training_data_42/training_data_42_l2_40960_49152.tif
training_data_42,1,train,training_data_42_l2_40960_53248,2,40960,53248,256,1.0,0.0,PAIP2020/training/patch_level2_256_macenko/training_data_42/training_data_42_l2_40960_53248.tif
training_data_42,1,train,training_data_42_l2_40960_57344,2,40960,57344,256,1.0,0.00390625,PAIP2020/training/patch_level2_256_macenko/training_data_42/training_data_42_l2_40960_57344.tif
training_data_42,1,train,training_data_42_l2_40960_61440,2,40960,61440,256,1.0,0.015625,PAIP2020/training/patch_level2_256_macenko/training_data_42/training_data_42_l2_40960_61440.tif
training_data_42,1,train,training_data_42_l2_40960_65536,2,40960,65536,256,1.0,0.01953125,PAIP2020/training/patch_level2_256_macenko/training_data_42/training_data_42_l2_40960_65536.tif
training_data_42,1,train,training_data_42_l2_40960_69632,2,40960,69632,256,1.0,0.037109375,PAIP2020/training/patch_level2_256_macenko/training_data_42/training_data_42_l2_40960_69632.tif
training_data_42,1,train,training_data_42_l2_40960_73728,2,40960,73728,256,1.0,0.0,PAIP2020/training/patch_level2_256_macenko/training_data_42/training_data_42_l2_40960_73728.tif
training_data_42,1,train,training_data_42_l2_40960_77824,2,40960,77824,256,1.0,0.1728515625,PAIP2020/training/patch_level2_256_macenko/training_data_42/training_data_42_l2_40960_77824.tif
training_data_42,1,train,training_data_42_l2_40960_81920,2,40960,81920,256,0.9128875732421876,0.4345703125,PAIP2020/training/patch_level2_256_macenko/training_data_42/training_data_42_l2_40960_81920.tif
training_data_42,1,train,training_data_42_l2_45056_20480,2,45056,20480,256,1.0,0.009765625,PAIP2020/training/patch_level2_256_macenko/training_data_42/training_data_42_l2_45056_20480.tif
training_data_42,1,train,training_data_42_l2_45056_24576,2,45056,24576,256,1.0,0.041015625,PAIP2020/training/patch_level2_256_macenko/training_data_42/training_data_42_l2_45056_24576.tif
training_data_42,1,train,training_data_42_l2_45056_28672,2,45056,28672,256,1.0,0.0419921875,PAIP2020/training/patch_level2_256_macenko/training_data_42/training_data_42_l2_45056_28672.tif
training_data_42,1,train,training_data_42_l2_45056_32768,2,45056,32768,256,1.0,0.0029296875,PAIP2020/training/patch_level2_256_macenko/training_data_42/training_data_42_l2_45056_32768.tif
training_data_42,1,train,training_data_42_l2_45056_36864,2,45056,36864,256,1.0,0.0009765625,PAIP2020/training/patch_level2_256_macenko/training_data_42/training_data_42_l2_45056_36864.tif
training_data_42,1,train,training_data_42_l2_45056_40960,2,45056,40960,256,1.0,0.00390625,PAIP2020/training/patch_level2_256_macenko/training_data_42/training_data_42_l2_45056_40960.tif
training_data_42,1,train,training_data_42_l2_45056_49152,2,45056,49152,256,1.0,0.0947265625,PAIP2020/training/patch_level2_256_macenko/training_data_42/training_data_42_l2_45056_49152.tif
training_data_42,1,train,training_data_42_l2_45056_53248,2,45056,53248,256,1.0,0.0,PAIP2020/training/patch_level2_256_macenko/training_data_42/training_data_42_l2_45056_53248.tif
training_data_42,1,train,training_data_42_l2_45056_57344,2,45056,57344,256,1.0,0.0458984375,PAIP2020/training/patch_level2_256_macenko/training_data_42/training_data_42_l2_45056_57344.tif
training_data_42,1,train,training_data_42_l2_45056_61440,2,45056,61440,256,1.0,0.046875,PAIP2020/training/patch_level2_256_macenko/training_data_42/training_data_42_l2_45056_61440.tif
training_data_42,1,train,training_data_42_l2_45056_65536,2,45056,65536,256,1.0,0.03515625,PAIP2020/training/patch_level2_256_macenko/training_data_42/training_data_42_l2_45056_65536.tif
training_data_42,1,train,training_data_42_l2_45056_69632,2,45056,69632,256,1.0,0.150390625,PAIP2020/training/patch_level2_256_macenko/training_data_42/training_data_42_l2_45056_69632.tif
training_data_42,1,train,training_data_42_l2_45056_73728,2,45056,73728,256,1.0,0.015625,PAIP2020/training/patch_level2_256_macenko/training_data_42/training_data_42_l2_45056_73728.tif
training_data_42,1,train,training_data_42_l2_45056_77824,2,45056,77824,256,1.0,0.1630859375,PAIP2020/training/patch_level2_256_macenko/training_data_42/training_data_42_l2_45056_77824.tif
training_data_42,1,train,training_data_42_l2_45056_81920,2,45056,81920,256,1.0,0.1171875,PAIP2020/training/patch_level2_256_macenko/training_data_42/training_data_42_l2_45056_81920.tif
training_data_42,1,train,training_data_42_l2_49152_20480,2,49152,20480,256,0.7801666259765625,0.0087890625,PAIP2020/training/patch_level2_256_macenko/training_data_42/training_data_42_l2_49152_20480.tif
training_data_42,1,train,training_data_42_l2_49152_24576,2,49152,24576,256,1.0,0.0400390625,PAIP2020/training/patch_level2_256_macenko/training_data_42/training_data_42_l2_49152_24576.tif
training_data_42,1,train,training_data_42_l2_49152_28672,2,49152,28672,256,1.0,0.08203125,PAIP2020/training/patch_level2_256_macenko/training_data_42/training_data_42_l2_49152_28672.tif
training_data_42,1,train,training_data_42_l2_49152_32768,2,49152,32768,256,1.0,0.037109375,PAIP2020/training/patch_level2_256_macenko/training_data_42/training_data_42_l2_49152_32768.tif
training_data_42,1,train,training_data_42_l2_49152_36864,2,49152,36864,256,1.0,0.0087890625,PAIP2020/training/patch_level2_256_macenko/training_data_42/training_data_42_l2_49152_36864.tif
training_data_42,1,train,training_data_42_l2_49152_40960,2,49152,40960,256,1.0,0.1142578125,PAIP2020/training/patch_level2_256_macenko/training_data_42/training_data_42_l2_49152_40960.tif
training_data_42,1,train,training_data_42_l2_49152_49152,2,49152,49152,256,1.0,0.0048828125,PAIP2020/training/patch_level2_256_macenko/training_data_42/training_data_42_l2_49152_49152.tif
training_data_42,1,train,training_data_42_l2_49152_53248,2,49152,53248,256,1.0,0.0029296875,PAIP2020/training/patch_level2_256_macenko/training_data_42/training_data_42_l2_49152_53248.tif
training_data_42,1,train,training_data_42_l2_49152_57344,2,49152,57344,256,1.0,0.16796875,PAIP2020/training/patch_level2_256_macenko/training_data_42/training_data_42_l2_49152_57344.tif
training_data_42,1,train,training_data_42_l2_49152_61440,2,49152,61440,256,1.0,0.1259765625,PAIP2020/training/patch_level2_256_macenko/training_data_42/training_data_42_l2_49152_61440.tif
training_data_42,1,train,training_data_42_l2_49152_65536,2,49152,65536,256,1.0,0.0693359375,PAIP2020/training/patch_level2_256_macenko/training_data_42/training_data_42_l2_49152_65536.tif
training_data_42,1,train,training_data_42_l2_49152_69632,2,49152,69632,256,1.0,0.0146484375,PAIP2020/training/patch_level2_256_macenko/training_data_42/training_data_42_l2_49152_69632.tif
training_data_42,1,train,training_data_42_l2_49152_73728,2,49152,73728,256,1.0,0.0068359375,PAIP2020/training/patch_level2_256_macenko/training_data_42/training_data_42_l2_49152_73728.tif
training_data_42,1,train,training_data_42_l2_49152_77824,2,49152,77824,256,1.0,0.2939453125,PAIP2020/training/patch_level2_256_macenko/training_data_42/training_data_42_l2_49152_77824.tif
training_data_42,1,train,training_data_42_l2_53248_28672,2,53248,28672,256,0.9631500244140624,0.0009765625,PAIP2020/training/patch_level2_256_macenko/training_data_42/training_data_42_l2_53248_28672.tif
training_data_42,1,train,training_data_42_l2_53248_32768,2,53248,32768,256,1.0,0.0087890625,PAIP2020/training/patch_level2_256_macenko/training_data_42/training_data_42_l2_53248_32768.tif
training_data_42,1,train,training_data_42_l2_53248_36864,2,53248,36864,256,1.0,0.021484375,PAIP2020/training/patch_level2_256_macenko/training_data_42/training_data_42_l2_53248_36864.tif
training_data_42,1,train,training_data_42_l2_53248_40960,2,53248,40960,256,1.0,0.1728515625,PAIP2020/training/patch_level2_256_macenko/training_data_42/training_data_42_l2_53248_40960.tif
training_data_42,1,train,training_data_42_l2_53248_45056,2,53248,45056,256,1.0,0.3271484375,PAIP2020/training/patch_level2_256_macenko/training_data_42/training_data_42_l2_53248_45056.tif
training_data_42,1,train,training_data_42_l2_53248_49152,2,53248,49152,256,1.0,0.0,PAIP2020/training/patch_level2_256_macenko/training_data_42/training_data_42_l2_53248_49152.tif
training_data_42,1,train,training_data_42_l2_53248_53248,2,53248,53248,256,1.0,0.01953125,PAIP2020/training/patch_level2_256_macenko/training_data_42/training_data_42_l2_53248_53248.tif
training_data_42,1,train,training_data_42_l2_53248_57344,2,53248,57344,256,1.0,0.1240234375,PAIP2020/training/patch_level2_256_macenko/training_data_42/training_data_42_l2_53248_57344.tif
training_data_42,1,train,training_data_42_l2_53248_61440,2,53248,61440,256,1.0,0.251953125,PAIP2020/training/patch_level2_256_macenko/training_data_42/training_data_42_l2_53248_61440.tif
training_data_42,1,train,training_data_42_l2_53248_65536,2,53248,65536,256,1.0,0.2451171875,PAIP2020/training/patch_level2_256_macenko/training_data_42/training_data_42_l2_53248_65536.tif
training_data_42,1,train,training_data_42_l2_53248_69632,2,53248,69632,256,1.0,0.2568359375,PAIP2020/training/patch_level2_256_macenko/training_data_42/training_data_42_l2_53248_69632.tif
training_data_42,1,train,training_data_42_l2_53248_73728,2,53248,73728,256,1.0,0.0205078125,PAIP2020/training/patch_level2_256_macenko/training_data_42/training_data_42_l2_53248_73728.tif
training_data_42,1,train,training_data_42_l2_53248_77824,2,53248,77824,256,1.0,0.1201171875,PAIP2020/training/patch_level2_256_macenko/training_data_42/training_data_42_l2_53248_77824.tif
training_data_42,1,train,training_data_42_l2_53248_81920,2,53248,81920,256,1.0,0.2158203125,PAIP2020/training/patch_level2_256_macenko/training_data_42/training_data_42_l2_53248_81920.tif
training_data_42,1,train,training_data_42_l2_57344_20480,2,57344,20480,256,0.859283447265625,0.0,PAIP2020/training/patch_level2_256_macenko/training_data_42/training_data_42_l2_57344_20480.tif
training_data_42,1,train,training_data_42_l2_57344_24576,2,57344,24576,256,1.0,0.0,PAIP2020/training/patch_level2_256_macenko/training_data_42/training_data_42_l2_57344_24576.tif
training_data_42,1,train,training_data_42_l2_57344_28672,2,57344,28672,256,1.0,0.025390625,PAIP2020/training/patch_level2_256_macenko/training_data_42/training_data_42_l2_57344_28672.tif
training_data_42,1,train,training_data_42_l2_57344_32768,2,57344,32768,256,1.0,0.00390625,PAIP2020/training/patch_level2_256_macenko/training_data_42/training_data_42_l2_57344_32768.tif
training_data_42,1,train,training_data_42_l2_57344_36864,2,57344,36864,256,1.0,0.0439453125,PAIP2020/training/patch_level2_256_macenko/training_data_42/training_data_42_l2_57344_36864.tif
training_data_42,1,train,training_data_42_l2_57344_40960,2,57344,40960,256,1.0,0.2529296875,PAIP2020/training/patch_level2_256_macenko/training_data_42/training_data_42_l2_57344_40960.tif
training_data_42,1,train,training_data_42_l2_57344_45056,2,57344,45056,256,1.0,0.3173828125,PAIP2020/training/patch_level2_256_macenko/training_data_42/training_data_42_l2_57344_45056.tif
training_data_42,1,train,training_data_42_l2_57344_49152,2,57344,49152,256,1.0,0.0009765625,PAIP2020/training/patch_level2_256_macenko/training_data_42/training_data_42_l2_57344_49152.tif
training_data_42,1,train,training_data_42_l2_57344_53248,2,57344,53248,256,1.0,0.05859375,PAIP2020/training/patch_level2_256_macenko/training_data_42/training_data_42_l2_57344_53248.tif
training_data_42,1,train,training_data_42_l2_57344_57344,2,57344,57344,256,1.0,0.25390625,PAIP2020/training/patch_level2_256_macenko/training_data_42/training_data_42_l2_57344_57344.tif
training_data_42,1,train,training_data_42_l2_57344_61440,2,57344,61440,256,1.0,0.1142578125,PAIP2020/training/patch_level2_256_macenko/training_data_42/training_data_42_l2_57344_61440.tif
training_data_42,1,train,training_data_42_l2_57344_65536,2,57344,65536,256,1.0,0.158203125,PAIP2020/training/patch_level2_256_macenko/training_data_42/training_data_42_l2_57344_65536.tif
training_data_42,1,train,training_data_42_l2_57344_69632,2,57344,69632,256,1.0,0.4326171875,PAIP2020/training/patch_level2_256_macenko/training_data_42/training_data_42_l2_57344_69632.tif
training_data_42,1,train,training_data_42_l2_57344_73728,2,57344,73728,256,1.0,0.158203125,PAIP2020/training/patch_level2_256_macenko/training_data_42/training_data_42_l2_57344_73728.tif
training_data_42,1,train,training_data_42_l2_57344_77824,2,57344,77824,256,1.0,0.0751953125,PAIP2020/training/patch_level2_256_macenko/training_data_42/training_data_42_l2_57344_77824.tif
training_data_42,1,train,training_data_42_l2_57344_81920,2,57344,81920,256,1.0,0.1904296875,PAIP2020/training/patch_level2_256_macenko/training_data_42/training_data_42_l2_57344_81920.tif
training_data_42,1,train,training_data_42_l2_61440_20480,2,61440,20480,256,1.0,0.0029296875,PAIP2020/training/patch_level2_256_macenko/training_data_42/training_data_42_l2_61440_20480.tif
training_data_42,1,train,training_data_42_l2_61440_24576,2,61440,24576,256,1.0,0.0,PAIP2020/training/patch_level2_256_macenko/training_data_42/training_data_42_l2_61440_24576.tif
training_data_42,1,train,training_data_42_l2_61440_28672,2,61440,28672,256,1.0,0.0029296875,PAIP2020/training/patch_level2_256_macenko/training_data_42/training_data_42_l2_61440_28672.tif
training_data_42,1,train,training_data_42_l2_61440_32768,2,61440,32768,256,1.0,0.0048828125,PAIP2020/training/patch_level2_256_macenko/training_data_42/training_data_42_l2_61440_32768.tif
training_data_42,1,train,training_data_42_l2_61440_36864,2,61440,36864,256,1.0,0.001953125,PAIP2020/training/patch_level2_256_macenko/training_data_42/training_data_42_l2_61440_36864.tif
